longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-120.33,39.3,16.0,868.0,178.0,44.0,21.0,3.0,INLAND
-117.22,32.86,4.0,16289.0,4585.0,7604.0,4176.0,3.6287,NEAR OCEAN
-117.97,34.09,27.0,3569.0,761.0,3339.0,762.0,4.1304,INLAND
-117.08,32.62,28.0,2468.0,506.0,1353.0,522.0,3.0771,NEAR OCEAN
-121.3,38.65,26.0,3192.0,447.0,1132.0,418.0,4.5278,INLAND
-118.3,33.96,39.0,2802.0,618.0,1524.0,529.0,2.6518,<1H OCEAN
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,<1H OCEAN
-117.76,33.54,28.0,2250.0,329.0,826.0,323.0,6.9257,<1H OCEAN
-117.76,33.72,11.0,4508.0,618.0,1993.0,573.0,10.4498,<1H OCEAN
-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,INLAND
-121.77,36.93,20.0,2587.0,547.0,1534.0,540.0,2.4375,<1H OCEAN
-118.11,33.83,37.0,1249.0,202.0,517.0,189.0,4.4196,<1H OCEAN
-118.23,34.22,36.0,2288.0,439.0,1079.0,434.0,4.5486,<1H OCEAN
-120.92,37.65,23.0,505.0,124.0,163.0,129.0,1.3696,INLAND
-121.53,39.06,20.0,561.0,109.0,308.0,114.0,3.3021,INLAND
-122.55,37.91,48.0,1283.0,278.0,567.0,255.0,3.2794,NEAR BAY
-121.0,37.64,43.0,311.0,95.0,293.0,94.0,1.2902,INLAND
-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,INLAND
-123.59,38.8,17.0,5202.0,1037.0,1742.0,803.0,3.1201,NEAR OCEAN
-117.68,35.62,30.0,2994.0,741.0,1481.0,581.0,2.1458,INLAND
-121.82,37.36,33.0,1624.0,337.0,1412.0,323.0,4.0385,<1H OCEAN
-121.62,39.09,21.0,2693.0,481.0,1337.0,435.0,3.8534,INLAND
-117.1,32.68,20.0,1012.0,269.0,837.0,240.0,2.0488,NEAR OCEAN
-122.4,37.71,47.0,1649.0,328.0,1183.0,356.0,3.3625,NEAR BAY
-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,<1H OCEAN
-118.29,33.95,39.0,1701.0,428.0,1468.0,411.0,1.9702,<1H OCEAN
-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,<1H OCEAN
-117.92,33.63,39.0,1469.0,226.0,553.0,225.0,7.8496,<1H OCEAN
-118.26,34.0,41.0,1733.0,492.0,1776.0,453.0,1.6221,<1H OCEAN
-118.41,33.99,36.0,1089.0,234.0,632.0,215.0,3.6538,<1H OCEAN
-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073,NEAR BAY
-118.45,34.25,34.0,2094.0,380.0,1207.0,380.0,5.2801,<1H OCEAN
-120.27,36.29,11.0,1337.0,412.0,1376.0,318.0,2.4398,INLAND
-119.57,36.44,30.0,1860.0,337.0,1123.0,347.0,3.4926,INLAND
-121.87,37.38,16.0,1050.0,245.0,722.0,228.0,4.5187,<1H OCEAN
-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053,<1H OCEAN
-118.13,34.15,28.0,1119.0,334.0,739.0,323.0,2.5903,<1H OCEAN
-122.28,37.87,52.0,1233.0,300.0,571.0,292.0,2.2788,NEAR BAY
-118.3,34.01,35.0,1147.0,290.0,818.0,281.0,1.7961,<1H OCEAN
-118.15,33.88,24.0,4232.0,1092.0,2688.0,1035.0,2.52,<1H OCEAN
-118.51,34.25,24.0,4338.0,558.0,1514.0,549.0,8.8612,<1H OCEAN
-118.53,34.27,33.0,1927.0,305.0,896.0,293.0,5.634,<1H OCEAN
-118.97,35.38,42.0,1185.0,358.0,1038.0,299.0,0.9951,INLAND
-122.09,37.63,36.0,1570.0,274.0,992.0,249.0,5.3644,NEAR BAY
-116.19,33.67,16.0,1859.0,476.0,1994.0,477.0,1.7297,INLAND
-118.04,34.07,39.0,2451.0,649.0,2536.0,648.0,2.3098,<1H OCEAN
-120.65,37.09,22.0,886.0,173.0,595.0,161.0,2.4398,INLAND
-122.48,37.75,49.0,2203.0,407.0,1052.0,405.0,4.4375,NEAR BAY
-122.74,38.42,42.0,2050.0,434.0,1073.0,416.0,2.375,<1H OCEAN
-118.36,34.26,34.0,3677.0,573.0,1598.0,568.0,6.838,<1H OCEAN
-119.16,36.31,7.0,2946.0,664.0,1608.0,622.0,1.6829,INLAND
-118.3,33.79,9.0,2782.0,884.0,1790.0,748.0,2.9154,<1H OCEAN
-122.09,37.21,15.0,1969.0,332.0,822.0,324.0,7.8774,<1H OCEAN
-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,INLAND
-118.41,34.03,26.0,4376.0,1394.0,2435.0,1250.0,2.8418,<1H OCEAN
-117.95,33.74,16.0,2768.0,600.0,1182.0,563.0,3.7162,<1H OCEAN
-122.39,37.76,52.0,157.0,28.0,88.0,27.0,3.675,NEAR BAY
-117.67,33.6,25.0,3164.0,449.0,1517.0,453.0,6.7921,<1H OCEAN
-119.25,34.27,46.0,679.0,159.0,382.0,143.0,3.5,NEAR OCEAN
-118.3,34.26,43.0,1510.0,310.0,809.0,277.0,3.599,<1H OCEAN
-122.27,37.86,52.0,834.0,186.0,494.0,175.0,3.15,NEAR BAY
-118.44,33.98,21.0,18132.0,5419.0,7431.0,4930.0,5.3359,<1H OCEAN
-117.88,34.14,32.0,1764.0,365.0,924.0,329.0,3.875,INLAND
-120.45,34.64,17.0,1226.0,277.0,484.0,224.0,3.2167,NEAR OCEAN
-117.34,34.07,46.0,1851.0,425.0,1100.0,377.0,2.0461,INLAND
-117.93,33.79,36.0,2363.0,403.0,1240.0,391.0,4.0909,<1H OCEAN
-117.55,33.9,21.0,1839.0,324.0,871.0,307.0,3.4459,INLAND
-124.05,40.94,14.0,1452.0,217.0,516.0,181.0,5.0329,NEAR OCEAN
-118.34,33.78,25.0,11016.0,1626.0,4168.0,1584.0,8.1782,NEAR OCEAN
-118.08,33.89,33.0,2131.0,435.0,2045.0,426.0,4.0,<1H OCEAN
-121.3,38.89,45.0,1529.0,317.0,793.0,281.0,2.9866,INLAND
-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,<1H OCEAN
-117.5,34.12,2.0,11965.0,1802.0,4436.0,1296.0,5.285,INLAND
-115.57,32.84,29.0,1207.0,301.0,804.0,288.0,1.9531,INLAND
-117.08,32.59,8.0,2888.0,662.0,2441.0,683.0,2.7048,NEAR OCEAN
-119.65,36.35,38.0,3148.0,568.0,1378.0,537.0,2.8788,INLAND
-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,INLAND
-117.85,34.08,23.0,1160.0,166.0,467.0,178.0,8.105,<1H OCEAN
-122.25,37.85,52.0,1274.0,235.0,558.0,219.0,5.6431,NEAR BAY
-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154,<1H OCEAN
-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,INLAND
-117.14,32.92,6.0,3069.0,750.0,1541.0,736.0,3.814,<1H OCEAN
-118.27,33.95,34.0,987.0,248.0,902.0,221.0,2.3365,<1H OCEAN
-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,<1H OCEAN
-118.2,34.11,52.0,678.0,173.0,791.0,186.0,4.0625,<1H OCEAN
-121.94,38.37,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,INLAND
-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,<1H OCEAN
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,<1H OCEAN
-122.2,37.47,37.0,1403.0,369.0,1587.0,331.0,2.8258,NEAR BAY
-122.69,38.35,16.0,1689.0,254.0,921.0,270.0,4.4444,<1H OCEAN
-121.82,37.37,40.0,802.0,149.0,445.0,143.0,4.0446,<1H OCEAN
-118.2,34.14,52.0,3800.0,646.0,1842.0,620.0,5.5524,<1H OCEAN
-122.18,37.75,43.0,1036.0,233.0,652.0,213.0,2.069,NEAR BAY
-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,<1H OCEAN
-118.47,34.14,34.0,3646.0,610.0,1390.0,607.0,7.629,<1H OCEAN
-122.24,38.11,52.0,2050.0,492.0,1277.0,463.0,3.0507,NEAR BAY
-122.73,38.42,26.0,1446.0,296.0,884.0,295.0,4.3523,<1H OCEAN
-121.92,37.34,35.0,357.0,120.0,377.0,99.0,3.0139,<1H OCEAN
-119.89,34.44,25.0,2786.0,470.0,1669.0,462.0,5.5184,NEAR OCEAN
-117.04,34.02,24.0,4663.0,1213.0,1851.0,1116.0,1.4418,INLAND
-118.21,33.98,35.0,1705.0,562.0,2212.0,539.0,2.325,<1H OCEAN
-118.22,34.63,4.0,14348.0,2145.0,5839.0,1806.0,5.3799,INLAND
-117.9,33.82,32.0,1187.0,302.0,1003.0,275.0,2.4931,<1H OCEAN
-117.84,33.78,26.0,2577.0,434.0,1086.0,432.0,4.6125,<1H OCEAN
-118.45,34.24,7.0,3299.0,794.0,2343.0,647.0,3.0865,<1H OCEAN
-119.03,36.13,24.0,2259.0,408.0,1169.0,395.0,1.7106,INLAND
-118.21,33.82,43.0,1005.0,199.0,723.0,191.0,4.3424,NEAR OCEAN
-118.12,33.79,41.0,1762.0,314.0,738.0,300.0,4.1687,<1H OCEAN
-120.04,36.79,48.0,1341.0,239.0,671.0,208.0,2.7917,INLAND
-116.57,33.84,18.0,7962.0,1652.0,2009.0,921.0,3.3897,INLAND
-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,1.8438,<1H OCEAN
-118.31,34.02,44.0,1555.0,324.0,931.0,265.0,1.4712,<1H OCEAN
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,NEAR BAY
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,NEAR BAY
-122.73,38.37,40.0,1389.0,309.0,841.0,288.0,3.1094,<1H OCEAN
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,NEAR BAY
-118.21,34.09,39.0,1561.0,445.0,1780.0,391.0,2.4632,<1H OCEAN
-118.48,34.04,40.0,1395.0,285.0,610.0,262.0,3.9659,<1H OCEAN
-118.29,33.97,48.0,3139.0,587.0,1319.0,506.0,3.5208,<1H OCEAN
-119.74,36.76,36.0,912.0,216.0,842.0,219.0,1.4766,INLAND
-118.0,33.89,35.0,1011.0,183.0,578.0,171.0,3.9861,<1H OCEAN
-117.64,33.66,6.0,5221.0,1217.0,2597.0,1119.0,4.6076,<1H OCEAN
-122.08,37.64,23.0,1897.0,440.0,1109.0,418.0,3.142,NEAR BAY
-121.42,38.55,35.0,182.0,39.0,115.0,43.0,2.6417,INLAND
-118.31,33.82,35.0,3462.0,814.0,1902.0,700.0,3.402,<1H OCEAN
-122.09,37.39,43.0,2065.0,535.0,1029.0,500.0,3.7318,NEAR BAY
-118.12,34.09,25.0,3603.0,1003.0,2719.0,913.0,2.6981,<1H OCEAN
-122.16,38.05,34.0,2434.0,428.0,926.0,423.0,4.6776,NEAR BAY
-122.65,38.92,30.0,70.0,38.0,20.0,13.0,4.125,INLAND
-117.06,32.81,17.0,3939.0,550.0,1694.0,553.0,6.7927,<1H OCEAN
-116.76,32.74,14.0,4085.0,751.0,2129.0,688.0,4.7367,<1H OCEAN
-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,<1H OCEAN
-122.21,37.46,40.0,1777.0,207.0,577.0,207.0,15.0001,NEAR OCEAN
-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,NEAR OCEAN
-122.56,37.91,52.0,1972.0,327.0,755.0,345.0,7.1924,NEAR BAY
-118.39,34.2,19.0,2012.0,732.0,3483.0,731.0,2.2234,<1H OCEAN
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,INLAND
-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,<1H OCEAN
-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,INLAND
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,INLAND
-123.37,39.43,32.0,2780.0,470.0,1281.0,479.0,3.588,<1H OCEAN
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,NEAR BAY
-118.76,34.28,21.0,2786.0,342.0,1114.0,322.0,5.8578,<1H OCEAN
-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,<1H OCEAN
-117.64,34.08,35.0,1254.0,241.0,729.0,253.0,3.495,INLAND
-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,3.8372,<1H OCEAN
-122.46,37.73,52.0,3547.0,506.0,1276.0,491.0,8.0069,NEAR BAY
-122.15,37.46,30.0,4198.0,1244.0,2678.0,1147.0,3.6712,NEAR BAY
-121.21,38.76,16.0,1608.0,296.0,792.0,286.0,3.1583,INLAND
-119.75,36.83,15.0,2793.0,436.0,1411.0,441.0,4.9292,INLAND
-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,INLAND
-117.71,33.47,14.0,3894.0,672.0,1490.0,629.0,6.5206,<1H OCEAN
-121.98,37.33,30.0,2645.0,462.0,1506.0,480.0,6.3716,<1H OCEAN
-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,NEAR OCEAN
-118.33,33.77,33.0,4244.0,595.0,1534.0,557.0,9.8214,NEAR OCEAN
-121.88,36.96,18.0,6355.0,1100.0,2304.0,972.0,6.0281,NEAR OCEAN
-122.67,38.45,24.0,2622.0,525.0,1027.0,510.0,2.9222,<1H OCEAN
-119.25,34.28,36.0,1530.0,341.0,703.0,317.0,3.5819,NEAR OCEAN
-120.42,34.96,31.0,3518.0,608.0,1386.0,572.0,3.6212,<1H OCEAN
-116.94,32.89,24.0,2541.0,381.0,1078.0,372.0,5.2542,<1H OCEAN
-118.09,33.75,32.0,6239.0,974.0,2615.0,950.0,6.6188,NEAR OCEAN
-119.06,35.36,9.0,1228.0,234.0,409.0,212.0,4.3482,INLAND
-117.96,33.76,22.0,2520.0,556.0,2126.0,527.0,3.7734,<1H OCEAN
-121.62,37.09,37.0,1593.0,303.0,1030.0,287.0,3.9306,<1H OCEAN
-118.12,33.99,26.0,2296.0,534.0,1777.0,507.0,2.5395,<1H OCEAN
-117.31,34.11,52.0,851.0,190.0,731.0,190.0,1.9044,INLAND
-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,NEAR OCEAN
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,<1H OCEAN
-118.46,34.29,24.0,3668.0,890.0,3151.0,810.0,3.0526,<1H OCEAN
-121.25,39.17,9.0,999.0,189.0,411.0,176.0,2.125,INLAND
-117.24,33.34,17.0,2866.0,442.0,1354.0,431.0,4.5764,<1H OCEAN
-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,INLAND
-121.02,37.66,28.0,1437.0,400.0,806.0,338.0,1.6078,INLAND
-122.07,37.68,36.0,1815.0,426.0,1280.0,431.0,3.25,NEAR BAY
-122.07,37.63,35.0,1931.0,376.0,1175.0,337.0,3.7292,NEAR BAY
-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,INLAND
-119.19,35.41,12.0,2835.0,471.0,1399.0,413.0,4.4125,INLAND
-117.91,33.79,22.0,4417.0,1054.0,2759.0,983.0,4.25,<1H OCEAN
-121.92,37.34,52.0,2584.0,491.0,1087.0,433.0,4.4,<1H OCEAN
-118.37,34.16,40.0,1973.0,382.0,774.0,352.0,4.4122,<1H OCEAN
-117.25,32.86,27.0,2530.0,469.0,594.0,326.0,7.2821,NEAR OCEAN
-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,<1H OCEAN
-122.49,37.78,42.0,2723.0,579.0,1419.0,519.0,3.6429,NEAR BAY
-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,<1H OCEAN
-117.93,33.78,28.0,4380.0,820.0,2187.0,835.0,3.9018,<1H OCEAN
-118.32,33.75,37.0,1080.0,135.0,366.0,142.0,11.6677,NEAR OCEAN
-118.13,34.02,41.0,734.0,190.0,565.0,191.0,2.2813,<1H OCEAN
-118.22,34.12,37.0,1298.0,242.0,750.0,255.0,5.2049,<1H OCEAN
-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3.0357,<1H OCEAN
-118.26,34.02,40.0,1259.0,362.0,1499.0,327.0,1.8382,<1H OCEAN
-117.06,32.75,34.0,2516.0,611.0,1317.0,594.0,2.2308,NEAR OCEAN
-117.94,33.86,36.0,2824.0,493.0,1394.0,507.0,4.6477,<1H OCEAN
-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,NEAR BAY
-116.93,32.87,17.0,3722.0,670.0,1561.0,604.0,3.6027,<1H OCEAN
-116.14,34.45,12.0,8796.0,1721.0,11139.0,1680.0,2.2612,INLAND
-117.25,32.8,37.0,1096.0,260.0,490.0,267.0,3.2663,NEAR OCEAN
-117.2,32.82,35.0,2772.0,537.0,1392.0,521.0,3.337,NEAR OCEAN
-117.21,32.75,27.0,2072.0,534.0,1118.0,510.0,2.8043,NEAR OCEAN
-118.2,33.85,33.0,2557.0,731.0,2286.0,700.0,2.3041,<1H OCEAN
-118.39,34.0,35.0,1465.0,386.0,1104.0,345.0,4.056,<1H OCEAN
-118.33,33.86,38.0,1059.0,218.0,561.0,205.0,4.0,<1H OCEAN
-121.42,37.75,33.0,1329.0,266.0,683.0,233.0,4.3687,INLAND
-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,<1H OCEAN
-118.2,33.78,46.0,1889.0,651.0,1545.0,587.0,1.7064,NEAR OCEAN
-118.47,34.0,38.0,1235.0,390.0,891.0,376.0,2.7143,<1H OCEAN
-120.61,35.1,17.0,2799.0,637.0,2015.0,592.0,3.0536,<1H OCEAN
-118.32,33.81,28.0,2142.0,445.0,1140.0,422.0,4.8438,<1H OCEAN
-118.13,33.82,44.0,1619.0,280.0,815.0,284.0,5.5449,<1H OCEAN
-117.11,33.12,46.0,52.0,13.0,59.0,13.0,3.875,<1H OCEAN
-117.07,33.0,4.0,9153.0,1866.0,3775.0,1698.0,4.955,<1H OCEAN
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,INLAND
-121.0,39.23,15.0,2809.0,450.0,1267.0,408.0,4.0426,INLAND
-122.7,38.44,45.0,883.0,202.0,401.0,194.0,3.2845,<1H OCEAN
-122.02,38.0,28.0,2965.0,533.0,1591.0,472.0,4.6375,NEAR BAY
-117.37,34.13,18.0,5877.0,1043.0,3114.0,1002.0,4.0294,INLAND
-117.95,34.16,17.0,7116.0,1089.0,3538.0,1083.0,6.2654,INLAND
-121.09,38.03,21.0,2064.0,342.0,1021.0,359.0,4.517,INLAND
-121.98,38.29,4.0,8778.0,1291.0,4010.0,1188.0,5.4399,INLAND
-117.86,33.75,13.0,1632.0,598.0,3356.0,659.0,1.5054,<1H OCEAN
-117.67,34.06,26.0,1592.0,429.0,1182.0,365.0,2.4583,INLAND
-118.31,34.09,30.0,3165.0,1263.0,3678.0,1141.0,2.0,<1H OCEAN
-118.19,33.78,29.0,1013.0,392.0,1083.0,316.0,1.8438,NEAR OCEAN
-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,INLAND
-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,<1H OCEAN
-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,<1H OCEAN
-117.2,34.04,24.0,1587.0,222.0,676.0,234.0,6.0715,INLAND
-118.48,34.03,19.0,902.0,284.0,414.0,272.0,1.3333,<1H OCEAN
-118.95,35.41,21.0,3999.0,727.0,1889.0,688.0,3.875,INLAND
-117.95,33.76,24.0,3956.0,812.0,3196.0,795.0,4.3512,<1H OCEAN
-118.07,33.87,28.0,2399.0,436.0,1613.0,429.0,3.6339,<1H OCEAN
-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,<1H OCEAN
-119.4,36.53,28.0,2201.0,429.0,1524.0,412.0,2.75,INLAND
-117.07,32.72,18.0,1758.0,286.0,987.0,277.0,4.6875,NEAR OCEAN
-118.53,34.16,32.0,3554.0,762.0,1623.0,750.0,3.6141,<1H OCEAN
-122.47,37.5,25.0,950.0,259.0,404.0,195.0,3.1937,NEAR OCEAN
-122.0,38.36,34.0,2735.0,539.0,1390.0,491.0,2.7262,INLAND
-118.23,34.21,32.0,1464.0,406.0,693.0,380.0,2.5463,<1H OCEAN
-118.24,34.14,20.0,3196.0,994.0,2929.0,983.0,3.0206,<1H OCEAN
-120.11,34.66,18.0,1348.0,238.0,631.0,247.0,5.3154,NEAR OCEAN
-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.0958,<1H OCEAN
-118.17,33.91,37.0,1499.0,288.0,1237.0,344.0,3.9333,<1H OCEAN
-121.37,38.61,39.0,823.0,146.0,329.0,144.0,3.0833,INLAND
-119.73,36.76,30.0,1548.0,282.0,886.0,311.0,3.1,INLAND
-118.14,33.92,35.0,2378.0,559.0,1799.0,546.0,3.9327,<1H OCEAN
-122.15,37.69,36.0,1501.0,287.0,703.0,276.0,3.8864,NEAR BAY
-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,INLAND
-118.32,33.98,46.0,1611.0,339.0,921.0,314.0,3.0833,<1H OCEAN
-124.05,40.85,31.0,2414.0,428.0,1005.0,401.0,3.5156,NEAR OCEAN
-117.27,33.15,4.0,23915.0,4135.0,10877.0,3958.0,4.6357,NEAR OCEAN
-118.32,33.77,37.0,627.0,95.0,259.0,106.0,6.887,<1H OCEAN
-118.23,33.98,25.0,986.0,310.0,1439.0,251.0,2.39,<1H OCEAN
-120.64,34.97,5.0,2090.0,469.0,1911.0,482.0,2.4318,NEAR OCEAN
-122.29,37.88,52.0,2159.0,424.0,824.0,388.0,3.8897,NEAR BAY
-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,<1H OCEAN
-117.89,33.99,22.0,3272.0,618.0,1784.0,591.0,4.0324,<1H OCEAN
-118.04,33.76,16.0,2070.0,263.0,878.0,297.0,7.0879,<1H OCEAN
-121.03,39.21,28.0,2843.0,535.0,1310.0,525.0,3.2337,INLAND
-120.79,37.82,17.0,4227.0,729.0,1809.0,679.0,3.2667,INLAND
-118.47,33.99,34.0,1875.0,501.0,1491.0,526.0,2.8417,<1H OCEAN
-117.98,35.13,5.0,4849.0,920.0,2504.0,847.0,3.5391,INLAND
-118.46,34.07,42.0,2564.0,460.0,913.0,414.0,9.2225,<1H OCEAN
-118.27,34.1,50.0,2113.0,398.0,793.0,418.0,4.7132,<1H OCEAN
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,INLAND
-118.19,33.98,40.0,973.0,272.0,1257.0,258.0,2.8214,<1H OCEAN
-121.25,37.95,46.0,2001.0,428.0,1384.0,401.0,1.9402,INLAND
-120.17,39.33,10.0,614.0,141.0,195.0,95.0,0.9283,INLAND
-117.4,33.9,32.0,1263.0,178.0,508.0,180.0,3.6667,INLAND
-117.92,33.98,10.0,16414.0,2919.0,8907.0,2714.0,6.1552,<1H OCEAN
-117.26,32.85,30.0,3652.0,499.0,978.0,462.0,8.2374,NEAR OCEAN
-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1.925,NEAR BAY
-118.17,34.04,39.0,563.0,138.0,682.0,137.0,2.75,<1H OCEAN
-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898,NEAR BAY
-121.21,37.8,44.0,300.0,72.0,160.0,73.0,2.1786,INLAND
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,NEAR BAY
-124.18,40.78,33.0,1076.0,222.0,656.0,236.0,2.5096,NEAR OCEAN
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,NEAR BAY
-122.12,37.09,36.0,1397.0,289.0,661.0,243.0,4.125,NEAR OCEAN
-117.7,33.56,3.0,2443.0,637.0,1033.0,548.0,4.1379,<1H OCEAN
-118.08,33.97,35.0,825.0,155.0,590.0,144.0,4.6333,<1H OCEAN
-122.45,37.71,34.0,3131.0,669.0,2204.0,600.0,3.5536,NEAR OCEAN
-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,1.7716,INLAND
-122.41,37.75,52.0,2164.0,606.0,2034.0,513.0,2.0325,NEAR BAY
-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,NEAR BAY
-122.16,37.77,39.0,1583.0,349.0,857.0,316.0,3.0958,NEAR BAY
-121.32,39.43,18.0,1860.0,409.0,741.0,349.0,1.8672,INLAND
-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865,<1H OCEAN
-121.4,38.63,30.0,3626.0,834.0,1577.0,806.0,2.517,INLAND
-122.0,38.35,24.0,745.0,116.0,300.0,115.0,3.6176,INLAND
-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,INLAND
-118.74,34.27,23.0,2493.0,522.0,1488.0,505.0,4.18,<1H OCEAN
-121.99,37.55,28.0,2414.0,415.0,1106.0,453.0,4.8403,<1H OCEAN
-119.63,36.18,23.0,207.0,45.0,171.0,50.0,2.4286,INLAND
-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,<1H OCEAN
-117.9,33.98,20.0,9893.0,2283.0,7228.0,2159.0,3.253,<1H OCEAN
-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,INLAND
-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,NEAR BAY
-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,<1H OCEAN
-121.32,38.69,11.0,13796.0,2372.0,6000.0,2250.0,3.8776,INLAND
-121.88,37.64,20.0,1309.0,184.0,514.0,172.0,10.9506,INLAND
-122.46,37.75,52.0,1590.0,236.0,622.0,232.0,5.8151,NEAR BAY
-122.13,37.39,27.0,3385.0,427.0,1248.0,409.0,12.0372,NEAR BAY
-117.86,33.74,32.0,691.0,151.0,926.0,148.0,4.125,<1H OCEAN
-122.17,37.73,52.0,1555.0,289.0,620.0,292.0,3.7159,NEAR BAY
-117.89,33.66,32.0,2736.0,550.0,1279.0,534.0,5.5422,<1H OCEAN
-117.73,34.09,36.0,1543.0,297.0,1355.0,303.0,3.5313,INLAND
-117.16,33.92,12.0,3236.0,502.0,1610.0,502.0,4.7568,INLAND
-122.44,37.77,52.0,3225.0,667.0,1494.0,619.0,4.4875,NEAR BAY
-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,INLAND
-118.21,33.93,36.0,1337.0,382.0,1769.0,393.0,2.6953,<1H OCEAN
-122.53,37.97,37.0,1340.0,322.0,621.0,314.0,3.5588,NEAR BAY
-122.1,37.72,30.0,2599.0,366.0,922.0,350.0,5.8382,NEAR BAY
-118.2,34.05,50.0,1407.0,401.0,1526.0,385.0,2.29,<1H OCEAN
-118.03,34.11,38.0,2076.0,361.0,988.0,332.0,5.9175,INLAND
-117.88,33.83,25.0,1785.0,248.0,750.0,251.0,6.8407,<1H OCEAN
-118.1,34.02,37.0,1022.0,232.0,653.0,238.0,3.0625,<1H OCEAN
-118.54,34.17,34.0,2458.0,433.0,1034.0,373.0,5.6738,<1H OCEAN
-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,<1H OCEAN
-117.99,34.0,26.0,2988.0,397.0,1371.0,415.0,6.6988,<1H OCEAN
-117.07,32.6,13.0,1607.0,435.0,983.0,400.0,2.2903,NEAR OCEAN
-121.67,40.89,17.0,2548.0,537.0,1118.0,461.0,2.267,INLAND
-121.18,41.31,22.0,2124.0,432.0,829.0,313.0,2.4519,INLAND
-117.23,32.79,23.0,2578.0,665.0,989.0,622.0,3.5484,NEAR OCEAN
